,index,Feature name,Coefficients,Original feature name,Score - Calculation,Score - Preliminary,Difference,Score - Final
49,49,revol_util:0.8-0.9,-0.03298974104839299,revol_util,-0.825264699116592,-1.0,-0.17473530088340805,-1.0
50,50,revol_util:0.9-1.0,0.5974539082543445,revol_util,14.94578630090737,15.0,0.05421369909262985,15.0
51,51,"out_prncp:<1,286",-3.51042297106304,out_prncp,-87.81603204270782,-88.0,-0.1839679572921824,-88.0
52,52,"out_prncp:1,286-6,432",-1.0847674408537686,out_prncp,-27.136323209523013,-27.0,0.13632320952301313,-27.0
53,53,"out_prncp:6,432-9,005",-0.6570405173177618,out_prncp,-16.4363928785087,-16.0,0.43639287850869835,-16.0
54,54,"out_prncp:9,005-10,291",-0.4000975390483773,out_prncp,-10.008759228988618,-10.0,0.008759228988617807,-10.0
55,55,"out_prncp:10,291-15,437",-0.2922361692284663,out_prncp,-7.310520986373846,-7.0,0.31052098637384606,-7.0
56,56,"total_pymnt:<10,000",-6.208301271180404,total_pymnt,-155.30561070698155,-155.0,0.3056107069815539,-155.0
57,57,"total_pymnt:10,000-15,000",-4.025531315119312,total_pymnt,-100.70187834099978,-101.0,-0.29812165900021625,-101.0
58,58,"total_pymnt:15,000-20,000",-2.9133301762765282,total_pymnt,-72.87927928337753,-73.0,-0.12072071662247197,-73.0
59,59,"total_pymnt:20,000-25,000",-1.8629126798415345,total_pymnt,-46.602247345763814,-47.0,-0.3977526542361858,-47.0
60,60,"total_rec_int:<1,089",4.346358089959175,total_rec_int,108.7276161428933,109.0,0.27238385710670343,109.0
61,61,"total_rec_int:1,089-2,541",3.7682072911227396,total_rec_int,94.2647125285283,94.0,-0.26471252852830673,94.0
62,62,"total_rec_int:2,541-4,719",2.63062880233245,total_rec_int,65.80727881009187,66.0,0.19272118990812714,66.0
63,63,"total_rec_int:4,719-7,260",1.3471962841886898,total_rec_int,33.701190151540395,34.0,0.2988098484596051,34.0
64,64,total_rev_hi_lim:missing,0.19744980936078368,total_rev_hi_lim,4.939364551959501,5.0,0.06063544804049936,5.0
65,65,"total_rev_hi_lim:<6,381",0.3789477736938683,total_rev_hi_lim,9.479680970506026,9.0,-0.47968097050602587,9.0
66,66,"total_rev_hi_lim:6,381-19,144",0.3167431882623714,total_rev_hi_lim,7.923583624834462,8.0,0.07641637516553779,8.0
67,67,"total_rev_hi_lim:19,144-25,525",0.2152495621411246,total_rev_hi_lim,5.38463957248996,5.0,-0.3846395724899603,5.0
68,68,"total_rev_hi_lim:25,525-35,097",0.09675784364255555,total_rev_hi_lim,2.420474674345271,2.0,-0.4204746743452712,2.0
69,69,"total_rev_hi_lim:35,097-54,241",0.05256223610153929,total_rev_hi_lim,1.3148862823021499,1.0,-0.3148862823021499,1.0
70,70,"total_rev_hi_lim:54,241-79,780",-0.0077380066383528736,total_rev_hi_lim,-0.1935724112170183,-0.0,0.1935724112170183,-0.0
71,71,mths_since_earliest_cr_line:missing,0.137505158216214,mths_since_earliest_cr_line,3.4398012659699555,3.0,-0.4398012659699555,3.0
72,72,mths_since_earliest_cr_line:<125,-0.15481272624052597,mths_since_earliest_cr_line,-3.8727638920503304,-4.0,-0.12723610794966955,-4.0
73,73,mths_since_earliest_cr_line:125-167,-0.08874552758750949,mths_since_earliest_cr_line,-2.220040194162629,-2.0,0.2200401941626291,-2.0
74,74,mths_since_earliest_cr_line:167-249,-0.009818875022993,mths_since_earliest_cr_line,-0.2456269944534306,-0.0,0.2456269944534306,-0.0
75,75,mths_since_earliest_cr_line:249-331,-0.009674804019286632,mths_since_earliest_cr_line,-0.2420229433227852,-0.0,0.2420229433227852,-0.0
76,76,mths_since_earliest_cr_line:331-434,0.024080510734994384,mths_since_earliest_cr_line,0.6023931929971016,1.0,0.3976068070028984,1.0
77,77,mths_since_issue_d:<79,-0.3620416531311629,mths_since_issue_d,-9.056760873044713,-9.0,0.05676087304471267,-9.0
78,78,mths_since_issue_d:79-89,-0.33696829971501263,mths_since_issue_d,-8.429530928060613,-8.0,0.429530928060613,-8.0
79,79,mths_since_issue_d:89-100,-0.3317646206469459,mths_since_issue_d,-8.29935674348281,-8.0,0.2993567434828108,-8.0
80,80,mths_since_issue_d:100-122,-0.11819042269724561,mths_since_issue_d,-2.9566277432316053,-3.0,-0.043372256768394735,-3.0
81,81,mths_since_last_credit_pull_d:missing,0.6028779704937157,mths_since_last_credit_pull_d,15.081473546387658,15.0,-0.08147354638765769,15.0
82,82,mths_since_last_credit_pull_d:<56,0.648220932599966,mths_since_last_credit_pull_d,16.215763928503055,16.0,-0.2157639285030548,16.0
83,83,mths_since_last_credit_pull_d:56-61,1.1843997402796287,mths_since_last_credit_pull_d,29.62870468918855,30.0,0.3712953108114512,30.0
84,84,mths_since_last_credit_pull_d:61-75,0.2921442185691993,mths_since_last_credit_pull_d,7.308220767252931,7.0,-0.3082207672529309,7.0
85,0,mths_since_last_credit_pull_d:>75,0.0,mths_since_last_credit_pull_d,0.0,0.0,0.0,0.0
86,1,mths_since_issue_d:>122,0.0,mths_since_issue_d,0.0,0.0,0.0,0.0
87,2,mths_since_earliest_cr_line:>434,0.0,mths_since_earliest_cr_line,0.0,0.0,0.0,0.0
88,3,"total_rev_hi_lim:>79,780",0.0,total_rev_hi_lim,0.0,0.0,0.0,0.0
89,4,"total_rec_int:>7,260",0.0,total_rec_int,0.0,0.0,0.0,0.0
90,5,"total_pymnt:>25,000",0.0,total_pymnt,0.0,0.0,0.0,0.0
91,6,"out_prncp:>15,437",0.0,out_prncp,0.0,0.0,0.0,0.0
92,7,revol_util:>1.0,0.0,revol_util,0.0,0.0,0.0,0.0
93,8,inq_last_6mths:>4,0.0,inq_last_6mths,0.0,0.0,0.0,0.0
94,9,dti:>35.191,0.0,dti,0.0,0.0,0.0,0.0
95,10,annual_inc:>150K,0.0,annual_inc,0.0,0.0,0.0,0.0
96,11,int_rate:>20.281,0.0,int_rate,0.0,0.0,0.0,0.0
97,12,term:60,0.0,term,0.0,0.0,0.0,0.0
98,13,purpose:major_purch__car__home_impr,0.0,purpose,0.0,0.0,0.0,0.0
99,14,verification_status:Not Verified,0.0,verification_status,0.0,0.0,0.0,0.0
100,15,home_ownership:MORTGAGE,0.0,home_ownership,0.0,0.0,0.0,0.0
101,16,grade:G,0.0,grade,0.0,0.0,0.0,0.0
