"CONTROL","DISTANCEONLY","TUITFTE","ADM_RATE_ALL","C150_4","DEBT_MDN","NPT4_PUB","NPT4_PRIV","SAT_AVG","PCTFLOAN","UGDS"
3,0,3024,0.7167,0.46545,9833,8792,7436,1036.5,0.775,19
3,0,2076,0.7167,0.46545,9833,8792,13165,1036.5,0.5429,34
2,0,9272,0.7167,0.46545,8488,8792,8497,1036.5,0.7529,325
3,0,8280,0.7167,0.46545,5900,8792,5642,1036.5,0.4205,99
3,0,2675,0.7167,0.46545,9500,8792,9343,1036.5,0.8253,113
3,0,4644,0.7167,0.46545,9833,8792,8297,1036.5,0,57
3,0,3405,0.7167,0.46545,9833,8792,6748,1036.5,0.037,67
2,0,5246,1,0.3929,4964.5,8792,8975,1036.5,0.1677,259
3,0,8326,1,0.46545,10250,8792,9827,1036.5,0.6055,156
3,0,8942,0.7167,0.46545,8687.5,8792,7343,1036.5,0.9565,80
3,0,8794,0.7167,0.46545,9125,8792,11880,1036.5,0.5634,78
3,0,5196,0.7167,0.46545,9833,8792,4624,1036.5,0,33
3,0,5151,0.7167,0.46545,7405,8792,6586,1036.5,0.7878,171
3,0,82,0.7167,0.46545,5750,8792,9499,1036.5,0.8893,142
3,0,9281,0.7167,0.46545,5758,8792,13496,1036.5,0.6894,89
3,0,8339,0.7167,0.46545,11250,8792,10776,1036.5,0.619,101
2,0,6472,0.875,0.3333,9833,8792,5840,1036.5,0,56
3,0,4837,0.7167,0.46545,5500,8792,9002,1036.5,0.5686,145
3,0,7840,0.7167,0.46545,6516,8792,9288,1036.5,0.8387,42
3,0,2949,0.7167,0.46545,9833,8792,2330,1036.5,0.7073,29
3,0,5332,0.7167,0.46545,9500,8792,10198,1036.5,0.6164,90
3,0,3165,0.7167,0.46545,9833,8792,4551,1036.5,0.84,17
3,0,8220,0.7167,0.46545,7151,8792,10934,1036.5,0.6981,86
3,0,3010,0.7167,0.46545,9833,8792,9916,1036.5,0,17
3,0,4653,0.7167,0.46545,9833,8792,4821,1036.5,0.1385,24
3,0,8655,0.7167,0.46545,8328,8792,13463,1036.5,0.9107,44
3,0,8005,0.7167,0.46545,9833,8792,1500,1036.5,0.9091,30
3,0,4717,0.7167,0.46545,9833,8792,5481,1036.5,0,32
3,0,3739,0.7167,0.46545,9736,8792,10839,1036.5,1,56
3,0,8478,0.7167,0.46545,9500,8792,8653,1036.5,0.5928,126
3,0,7992,0.7167,0.46545,12000,8792,7650,1036.5,0.5098,68
3,0,10100,0.7167,0.46545,12000,8792,8900,1036.5,0.8063,132
3,0,12847,0.7167,0.46545,9321,8792,7767,1036.5,0.9067,39
3,0,6784,0.7167,0.46545,13250,8792,13599,1036.5,0.7945,100
3,0,13570,0.7167,0.46545,9032,8792,8163,1036.5,0.931,67
3,0,5620,0.7167,0.46545,13250,8792,12943,1036.5,0.3574,141
3,0,6927,0.8,0.46545,9833,8792,10815,1036.5,0.65,21
3,0,15139,0.7167,0.46545,12000,8792,7874,1036.5,0.9186,53
3,0,12930,0.7167,0.46545,8971,8792,7823,1036.5,0.803,133
3,0,13952,0.7167,0.46545,12000,8792,8200,1036.5,0.8776,49
3,0,8678,0.7167,0.46545,11019,8792,10396,1036.5,0.7277,176
3,0,4776,0.7167,0.46545,9500,8792,6976,1036.5,0.6364,40
3,0,6002,0.7167,0.46545,9500,8792,8771,1036.5,0.6429,69
3,0,6089,0.7167,0.46545,11946,8792,7820,1036.5,0.6897,93
3,0,10738,0.7167,0.46545,7589,8792,13082,1036.5,0.7286,97
2,0,7331,0.5177,0.5854,10863,8792,13167,1028,0.7284,269
3,0,7998,0.7167,0.46545,6333,8792,12297,1036.5,0.5969,343
3,0,5141,0.7167,0.46545,4750,8792,7234,1036.5,0.7576,68
3,0,3402,0.7167,0.46545,9499,8792,11500,1036.5,0.6386,163
3,0,10817,0.7167,0.46545,14680,8792,11649,1036.5,0.7195,354
3,0,12801,0.7167,0.46545,8028,8792,4142,1036.5,0.5607,89
3,0,9069,0.7167,0.46545,9500,8792,5504,1036.5,0.7837,109
3,0,12095,0.7167,0.46545,9834,8792,10668,1036.5,0.8706,107
2,0,3788,0.0484,1,9833,8792,2584,1036.5,0.464,122
3,0,9094,0.7167,0.46545,8100,8792,13484,1036.5,0.6351,39
3,0,9210,0.7167,0.46545,5781,8792,13772,1036.5,0.5618,112
3,0,9748,0.7167,0.46545,5781,8792,13487,1036.5,0.5287,50
3,0,9632,0.7167,0.46545,8100,8792,12931,1036.5,0.7209,57
3,0,11467,0.9514,0.46545,9586.5,8792,8505,1036.5,0.903,208
3,0,9531,0.7167,0.46545,5781,8792,13961,1036.5,0.6176,90
3,0,9555,0.7167,0.46545,9500,8792,11556,1036.5,0.9566,453
3,0,10115,0.7167,0.46545,3666,8792,12992,1036.5,0.5595,195
3,0,5298,0.7167,0.46545,6952,8792,12098,1036.5,0.3571,68
3,0,7079,0.7167,0.46545,8028,8792,14324,1036.5,0.9304,84
3,0,6321,0.9514,0.46545,9586.5,8792,5439,1036.5,0.7903,78
3,0,8684,1,0.46545,8593,8792,9551,1036.5,0.5138,856
2,0,191,0.7167,0.46545,9833,8792,12329,1036.5,0.1884,75
3,0,9550,0.7167,0.46545,10661,8792,8894,1036.5,0.6773,65
3,0,5436,0.7167,0.46545,8496,8792,12662,1036.5,0.6076,56
3,0,7723,0.7167,0.46545,8027,8792,7287,1036.5,0.6379,29
3,0,11849,0.7418,0.46545,10349,8792,7232,1036.5,0.8566,285
2,0,16627,0.7273,0.4571,9833,8792,10018,1036.5,0,124
3,0,9117,0.7167,0.46545,9500,8792,12551,1036.5,0.4878,88
2,0,18770,0.7167,0.7647,9833,8792,5861,1036.5,0.4151,52
3,0,11266,0.7167,0.46545,9500,8792,8031,1036.5,0.8123,2027
3,0,8629,0.7167,0.46545,6837,8792,14058,1036.5,0.7103,135
3,0,12499,0.7167,0.46545,6295.5,8792,10543,1036.5,0.5528,157
3,0,9211,0.7167,0.46545,5300,8792,12337,1036.5,0.4607,106
3,0,195,0.7167,0.46545,9833,8792,12568,1036.5,0.102,59
2,0,4296,0.7167,0.5893,12000,8792,4758,1036.5,0.9137,185
3,0,10423,0.7167,0.46545,8003,8792,12604,1036.5,0.6148,85
2,0,8284,0.8812,0.46545,6500,8792,10916,859,0.6979,813
3,0,1361,0.7167,0.46545,9833,8792,7310,1036.5,0,28
3,0,3330,0.7167,0.46545,9125,8792,8363,1036.5,0.4231,112
3,0,8058,0.7167,0.46545,7917,8792,10550,1036.5,0.5479,81
3,0,5569,0.7167,0.46545,7080,8792,8062,1036.5,0.3846,142
3,0,8049,0.7167,0.46545,9500,8792,12881,1036.5,0.4063,72
2,0,9065,0.7167,0.46545,12000,8792,12015,1036.5,0.5725,122
2,0,7453,0.5464,0.5723,14250,8792,13351,1022,0.601,826
3,0,8379,0.7167,0.46545,9833,8792,5218,1036.5,0,40
2,0,8453,0.4916,0.3082,16018,8792,10823,716,0.9312,1554
2,0,9809,0.2335,0.1685,12250,8792,12091,760,0.8312,1009
2,0,13098,0.6995,0.5304,15000,8792,9095,1054,0.866,1632
3,0,18,0.7167,0.46545,6333,8792,10666,1036.5,0.8445,518
3,0,7370,0.7167,0.46545,8393,8792,13165,1036.5,0.5535,137
3,0,7752,0.7167,0.46545,5500,8792,10813,1036.5,0.0552,173
3,0,3261,0.7167,0.46545,4750,8792,8695,1036.5,0.0968,124
3,0,4563,0.7167,0.46545,7500,8792,10114,1036.5,0.4472,59
2,0,3824,0.7167,0.46545,9833,8792,11256,1036.5,0,219
2,0,5834,0.7167,0.3333,13542,8792,13102,1036.5,0.8369,230
3,0,5702,0.7167,0.46545,9833,8792,8213,1036.5,0,76
3,0,5894,0.7167,0.46545,9833,8792,5468,1036.5,0,51
3,0,4104,0.7167,0.46545,3500,8792,10699,1036.5,0.3619,58
3,0,6205,0.7167,0.46545,5750.5,8792,9762,1036.5,0.7944,60
3,0,3053,0.7167,0.46545,9500,8792,8548,1036.5,0.8045,195
2,0,2181,0.7167,0.46545,9833,8792,5119,1036.5,0,296
3,0,3362,0.7167,0.46545,2500,8792,4495,1036.5,0,283
3,0,5385,0.7167,0.46545,9833,8792,11184,1036.5,0,49
3,0,558,0.7167,0.46545,9833,8792,5399,1036.5,0,58
3,0,713,0.7167,0.46545,2625,8792,7097,1036.5,0,53
3,0,9605,0.7167,0.46545,3766,8792,11963,1036.5,0.7975,108
3,0,5694,0.7167,0.46545,9833,8792,3632,1036.5,0,51
3,0,10937,0.7167,0.46545,6850,8792,12347,1036.5,0.9079,48
3,0,1395,0.7167,0.46545,9833,8792,2893,1036.5,0.7273,42
2,0,4895,0.7167,0.46545,6885,8792,6461,1036.5,0.5583,169
3,0,9646,0.7167,0.46545,4859.5,8792,11477,1036.5,0.481,173
3,0,4625,0.7167,0.46545,3050,8792,8007,1036.5,0.5424,26
3,0,1347,0.7167,0.46545,5500,8792,9952,1036.5,0.45,232
2,0,8051,0.7167,0.22,14750,8792,12089,1036.5,0.9028,1388
3,0,3107,0.7755,0.46545,13478,8792,10251,1036.5,0.7636,156
2,0,3449,0.3604,0.4703,5780,8792,10441,1081,0.2189,2664
3,0,2500,0.7167,0.46545,9833,8792,9308,1036.5,0.1786,79
3,0,2683,0.7167,0.46545,9833,8792,9345,1036.5,0.8333,56
3,0,4190,0.7167,0.46545,9833,8792,6140,1036.5,0.2118,33
3,0,5693,0.7167,0.46545,9833,8792,7388,1036.5,0,50
2,0,2736,0.7167,0.46545,4350,8792,10334,1036.5,0.2405,1992
3,0,6443,0.7167,0.46545,9500,8792,10700,1036.5,0.8163,80
3,0,6504,0.7167,0.46545,5833,8792,12950,1036.5,0.5241,108
3,0,6672,0.7167,0.46545,4827,8792,9491,1036.5,0.6835,79
3,0,9904,0.7167,0.46545,9833,8792,11751,1036.5,0.4118,32
3,0,1537,0.7167,0.46545,2625,8792,7649,1036.5,0,89
3,0,8150,0.7167,0.46545,9500,8792,13819,1036.5,1,152
3,0,2883,0.7167,0.46545,6242,8792,13171,1036.5,0.4798,100
3,0,6246,0.7167,0.46545,4832.5,8792,11906,1036.5,0.3973,128
3,0,8927,0.7167,0.46545,5225,8792,12175,1036.5,0.4479,153
3,0,10042,0.5909,0.46545,9500,8792,9212,1036.5,0.7789,49
3,0,4547,0.7167,0.46545,9833,8792,6273,1036.5,0.4068,24
3,0,4849,0.7167,0.46545,3750,8792,5816,1036.5,0.8562,121
3,0,9652,0.7167,0.46545,9500,8792,10174,1036.5,0.3984,160
3,0,5886,0.7167,0.46545,10619.5,8792,8346,1036.5,0.7093,102
3,0,2857,0.7167,0.46545,9833,8792,7118,1036.5,0,19
2,0,6377,0.9091,0.6207,6000,8792,14117,1026,0.2902,204
2,0,867,0.4091,0.46545,9833,8792,751,1036.5,0,36
3,0,889,0.7167,0.46545,5500,8792,5322,1036.5,0.3314,121
3,0,2615,0.7167,0.46545,6416.5,8792,8871,1036.5,0.6076,70
3,0,7543,0.7167,0.46545,9314,8792,7905,1036.5,0.7078,682
3,0,14585,0.7167,0.46545,6836,8792,11136,1036.5,0.8835,68
2,0,4476,0.7167,0.46545,6333,8792,12514,1036.5,0.9433,96
2,0,1847,0.1327,0.8824,9833,8792,5777,1017,0.3182,42
3,0,10905,0.7167,0.46545,10046,8792,9718,1036.5,0.9175,213
3,0,7259,0.7167,0.46545,6333,8792,10787,1036.5,0.835,70
3,0,9060,0.7167,0.46545,9500,8792,11964,1036.5,0.633,121
3,0,9197,0.7167,0.46545,9500,8792,12453,1036.5,0.542,136
3,0,7795,0.7167,0.46545,8955,8792,10444,1036.5,0.3333,113
3,0,5087,0.7167,0.46545,7000,8792,11054,1036.5,0.4638,77
3,0,7956,0.7167,0.46545,8100,8792,13338,1036.5,0.6846,89
3,0,7221,0.7167,0.46545,6333,8792,10752,1036.5,0.5072,55
3,0,8886,0.7167,0.46545,12000,8792,12918,1036.5,0.5672,156
3,0,5315,0.7167,0.46545,6333,8792,7975,1036.5,0.8667,46
3,0,5778,0.7167,0.46545,9833,8792,7238,1036.5,0,156
3,0,5111,0.7167,0.46545,9833,8792,6090,1036.5,0,225
2,0,475,0.7167,0.2215,3700,8792,10189,1036.5,0.0761,850
2,0,486,0.7167,0.2218,3700,8792,10364,1036.5,0.1022,998
3,0,365,0.7167,0.46545,9833,8792,6454,1036.5,0,560
3,0,4809,0.7167,0.46545,9833,8792,2624,1036.5,0,548
2,0,5661,0.8694,0.3165,7075,8792,7829,1036.5,0.8896,1261
2,0,2098,0.7167,0.3891,4500,8792,3029,1036.5,0.1053,1365
2,0,6519,0.7368,0.2752,5500,8792,7110,1036.5,0.2194,1654
3,0,8226,0.7167,0.2673,1400,8792,4480,1036.5,0,1680
2,0,13956,0.7167,0.2166,6750,8792,2084,1036.5,0.221,1572
2,0,2048,0.7167,0.3093,6750,8792,3233,1036.5,0.2503,703
2,0,13777,0.497,0.1923,7500,8792,4447,1036.5,0.4462,594
2,0,4739,0.497,0.3882,7500,8792,6506,1036.5,0.5075,5926
2,0,4533,0.7167,0.8605,2375,8792,7002,1036.5,0,987
2,0,770,0.7167,1,9833,8792,7026,1036.5,0.2151,199
2,0,5570,0.7167,0.2491,4772.5,8792,9147,1036.5,0.4133,11503
2,0,7608,0.9845,0.285,9152,8792,8117,1036.5,0.3231,1195
3,0,6602,0.7167,0.46545,9833,8792,5701,1036.5,0,397
3,0,615,0.7167,0.46545,4150,8792,5292,1036.5,0.0215,1255
2,0,4282,0.7167,0.6598,9833,8792,8386,1036.5,0,705
3,0,968,0.7167,0.46545,9833,8792,6124,1036.5,0,542
3,0,972,0.7167,0.46545,9833,8792,6282,1036.5,0,596
3,0,5969,0.7167,0.46545,9833,8792,6191,1036.5,0,335
3,0,5907,0.7167,0.46545,9833,8792,3954,1036.5,0,266
2,0,4295,0.5362,0.3586,7250,8792,5585,1036.5,0.2752,4308
2,0,4481,0.5362,0.3341,7250,8792,5631,1036.5,0.2355,4203
2,0,4514,0.5362,0.3081,7250,8792,7417,1036.5,0.2699,4275
2,0,4452,0.5362,0.4149,7250,8792,6007,1036.5,0.3403,2005
2,0,5905,0.5362,0.2327,7250,8792,7904,1036.5,0.3487,6844
2,0,4408,0.5362,0.3068,7250,8792,5166,1036.5,0.2217,5353
2,0,4600,0.5362,0.1958,7250,8792,5311,1036.5,0.2076,2159
2,0,4575,0.5362,0.3066,7250,8792,6791,1036.5,0.4977,2054
2,0,4721,0.5362,0.2372,7250,8792,5202,1036.5,0.221,4681
3,0,686,0.7167,0.46545,9833,8792,4490,1036.5,0,102
3,0,1712,0.7167,0.46545,3170.5,8792,11475,1036.5,0.2069,1316
3,0,1261,0.7167,0.46545,9833,8792,4716,1036.5,0,4431
3,0,7834,1,0.46545,9833,8792,5036,1036.5,0,253
3,0,6366,1,0.46545,9833,8792,6153,1036.5,0,76
3,0,370,0.8571,0.2058,5500,8792,10106,1036.5,0.372,4993
3,0,493,0.8571,0.1955,5500,8792,8483,1036.5,0.5347,1646
3,0,1637,0.7167,0.46545,1640.5,8792,5282,1036.5,0.1968,2882
2,0,5800,0.7167,0.1996,4033,8792,9255,1036.5,0.3751,12287
2,0,242,0.7167,0.46545,9833,8792,7988,1036.5,0,14
3,0,420,0.7167,0.46545,9833,8792,8147,1036.5,0,33
2,0,7424,0.3186,0.3435,10500,8792,6029,1036.5,0.3958,5097
2,0,11686,0.497,0.1789,7500,8792,4549,1036.5,0.4852,1369
2,0,5169,0.7167,0.1986,4443,8792,9182,1036.5,0.3769,14556
2,0,5733,0.9845,0.2857,9152,8792,8037,1036.5,0.255,1272
3,0,1300,0.7167,0.46545,9833,8792,6659,1036.5,0,789
3,0,6472,0.7167,0.46545,5129,8792,9940,1036.5,0.7042,48
3,0,3990,0.7167,0.46545,9833,8792,6697,1036.5,0,31
3,0,10445,0.7167,0.46545,4090.5,8792,8045,1036.5,0.6519,112
3,0,5522,0.7167,0.46545,9500,8792,11179,1036.5,0.9167,71
3,0,5950,0.7167,0.46545,9500,8792,11618,1036.5,0.8909,142
3,0,4075,0.7167,0.46545,9833,8792,5636,1036.5,0.2,31
3,0,7419,0.7167,0.46545,3500,8792,10595,1036.5,0.5918,31
3,0,3442,0.7167,0.46545,9833,8792,3825,1036.5,0,80
3,0,7835,0.7167,0.46545,7392,8792,11755,1036.5,0.7,72
2,0,2618,1,0.2174,9833,8792,7149,1036.5,0,58
3,0,2371,0.7167,0.46545,9833,8792,7030,1036.5,0,62
3,0,5166,0.7167,0.46545,9833,8792,3946,1036.5,0,28
3,0,6955,0.7167,0.46545,6569,8792,12413,1036.5,0.7087,118
3,0,999,0.7167,0.46545,9833,8792,5323,1036.5,0.4118,6
3,0,7658,0.7167,0.46545,9833,8792,7130,1036.5,0,44
3,0,2222,0.7167,0.46545,7499,8792,11648,1036.5,0.9302,93
3,0,13914,1,0.46545,5066,8792,6505,1036.5,0.7173,374
3,0,13982,0.8291,0.46545,8751,8792,7441,1036.5,0.8,211
3,0,5555,0.7167,0.46545,7012.5,8792,11285,1036.5,0.5738,74
3,0,11926,0.7167,0.46545,10084,8792,8776,1036.5,0.9101,112
3,0,8934,0.7167,0.46545,6333,8792,13855,1036.5,0.9362,149
3,0,12665,0.7167,0.46545,9833,8792,9729,1036.5,0.4455,61
3,0,1628,0.7167,0.46545,6935,8792,11880,1036.5,0.5493,204
3,0,7449,0.7167,0.46545,4972.5,8792,12937,1036.5,0.5591,55
3,0,8124,0.7167,0.46545,6392.5,8792,12853,1036.5,0.7039,84
3,0,4589,0.7167,0.46545,8967,8792,12396,1036.5,0.547,157
3,0,7411,0.7167,0.46545,8100,8792,12114,1036.5,0.7657,80
3,0,10295,0.7167,0.46545,6333,8792,12698,1036.5,0.7476,171
3,0,4985,0.7167,0.46545,5541,8792,9900,1036.5,0.8232,87
2,0,5966,0.7167,0.1667,9833,8792,3333,1036.5,0,51
3,0,5215,0.7167,0.46545,5500,8792,9817,1036.5,0.9091,53
2,0,2196,0.7167,0.1538,6750,8792,2886,1036.5,0.3969,1159
2,0,2973,0.7167,0.2783,6750,8792,3144,1036.5,0.3,483
3,0,3455,0.7167,0.46545,6861,8792,12832,1036.5,0.6068,129
3,0,3109,0.7167,0.46545,3848.5,8792,12330,1036.5,0.9592,221
3,0,2270,0.7167,0.46545,9833,8792,9752,1036.5,0,75
3,0,4572,0.7167,0.46545,9833,8792,4553,1036.5,0,52
3,0,4642,0.7167,0.46545,7000,8792,10380,1036.5,0.6226,94
3,0,5052,0.7167,0.46545,9833,8792,6557,1036.5,0.5185,17
3,0,3847,0.7167,0.46545,7500,8792,11722,1036.5,0.507,28
2,0,5755,0.7167,0.46545,9833,8792,11038,1036.5,0.4928,107
3,0,9093,0.7167,0.46545,9833,8792,705,1036.5,0,27
3,0,6945,0.7167,0.46545,9500,8792,8459,1036.5,0.5556,111
3,0,6045,0.7167,0.46545,7283,8792,9186,1036.5,0.5618,74
3,0,11172,0.7167,0.46545,6337.5,8792,12554,1036.5,0.3478,30
3,0,9233,0.7167,0.46545,7000,8792,13925,1036.5,0.5101,116
3,0,6164,0.7167,0.46545,9833,8792,12005,1036.5,0,55
2,0,16679,0.7167,0.4727,9833,8792,6955,1036.5,0.1149,343
3,0,10818,0.7167,0.46545,7887,8792,13239,1036.5,0.8431,30
3,0,8965,0.7167,0.46545,6850,8792,12812,1036.5,0.3611,38
3,0,0,0.7167,0.46545,9833,8792,6457,1036.5,0,40
3,0,1015,0.7167,0.46545,9833,8792,4319,1036.5,0,80
3,0,6334,0.7167,0.46545,9833,8792,8872,1036.5,0,169
3,0,4749,0.7167,0.46545,3500,8792,12376,1036.5,0,98
3,0,9957,0.7167,0.46545,5481,8792,12059,1036.5,0.4247,187
3,0,6076,0.7167,0.46545,9833,8792,1583,1036.5,0,26
3,0,7002,0.7167,0.46545,9413.5,8792,10808,1036.5,0.6683,359
3,0,1717,0.7167,0.46545,7013,8792,11373,1036.5,0.3699,36
3,0,1052,0.7167,0.46545,9500,8792,10814,1036.5,0.7164,55
3,0,0,0.7167,0.46545,9833,8792,-1094,1036.5,0,77
3,0,9848,0.7167,0.46545,9833,8792,11827,1036.5,0.5385,53
3,0,8935,0.7167,0.46545,6333,8792,14101,1036.5,0.963,256
3,0,9072,0.7167,0.46545,9500,8792,6317,1036.5,0.9818,36
3,0,7551,0.7167,0.46545,6333,8792,14356,1036.5,0.5042,1078
3,0,4021,0.7167,0.46545,9833,8792,6964,1036.5,0,121
2,0,6612,0.7167,0.6667,9833,8792,10398,1036.5,0,125
3,0,2631,0.7167,0.46545,9500,8792,10352,1036.5,0.8644,135
3,0,2088,0.7167,0.46545,9500,8792,10091,1036.5,0.8614,64
3,0,2546,0.7167,0.46545,7916,8792,8551,1036.5,0.8438,111
3,0,8985,0.7167,0.46545,9158,8792,8656,1036.5,0.8523,405
2,0,6144,0.7167,0.6258,2375,8792,6778,1036.5,0,743
3,0,872,0.7167,0.46545,9833,8792,7977,1036.5,0,87
3,0,4251,0.7167,0.46545,9833,8792,8563,1036.5,0,82
3,0,5616,0.9001,0.46545,9833,8792,3580,1036.5,0,752
3,0,4768,0.7167,0.46545,9833,8792,4942,1036.5,0,325
2,0,4311,0.7167,0.7145,9833,8792,8103,1036.5,0,1260
3,0,5215,0.7167,0.46545,5650,8792,14365,1036.5,0.4573,84
3,0,9082,0.7167,0.46545,8167,8792,10926,1036.5,0.3684,37
3,0,6609,0.7167,0.46545,7667,8792,9262,1036.5,0.9151,30
3,0,8985,0.7167,0.46545,4750,8792,10149,1036.5,0.3519,119
3,0,8132,0.7167,0.46545,4196,8792,12397,1036.5,0.6286,35
3,0,11064,0.7167,0.46545,9833,8792,10928,1036.5,0.7015,59
3,0,10086,0.7167,0.46545,9833,8792,10614,1036.5,0.6667,68
3,0,3769,0.7167,0.46545,9833,8792,11929,1036.5,0,82
3,0,4967,0.7167,0.46545,9833,8792,7405,1036.5,0.0265,125
3,0,14330,0.7167,0.46545,6090,8792,11064,1036.5,0.9778,50
3,0,6439,0.7167,0.46545,6625,8792,11181,1036.5,0.6412,198
3,0,5041,0.7167,0.46545,3500,8792,8184,1036.5,0.5309,85
3,0,11326,0.7167,0.46545,3167,8792,5508,1036.5,0.4545,46
3,0,1230,0.7167,0.46545,1313,8792,3265,1036.5,0,177
2,0,6258,0.7167,0.46545,5250,8792,14033,1036.5,0.3117,187
2,0,6704,0.7167,0.46545,5250,8792,12111,1036.5,0.2864,133
2,0,6339,0.7167,0.46545,5250,8792,13570,1036.5,0.3268,155
2,0,8640,0.7167,0.46545,5250,8792,11957,1036.5,0.2063,72
3,0,4528,0.7167,0.46545,12000,8792,10614,1036.5,1,14
2,0,7194,0.7167,0.2302,11666.5,8792,9678,1036.5,0.7192,1036
3,0,4116,0.7167,0.46545,6333,8792,7574,1036.5,0.8085,34
3,0,5500,0.7167,0.46545,6333,8792,8304,1036.5,0.9643,39
3,0,5124,0.7167,0.46545,6333,8792,14283,1036.5,0.7232,54
3,0,6373,0.7167,0.46545,9407,8792,14130,1036.5,0.8995,484
3,0,4550,0.7167,0.46545,3500,8792,8003,1036.5,0,65
3,0,35,0.7167,0.46545,6711,8792,8148,1036.5,0.8356,247
3,0,3167,0.7167,0.46545,2727.5,8792,11828,1036.5,0.4078,90
3,0,4817,0.7167,0.46545,9833,8792,4709,1036.5,0,132
3,0,1148,0.7167,0.46545,1313,8792,4423,1036.5,0,277
2,0,10716,1,0.1176,9833,8792,8415,1036.5,0,86
2,0,6522,0.9781,0.46545,9833,8792,12942,1036.5,0,257
3,0,4334,0.7167,0.46545,9833,8792,7648,1036.5,0,105
3,0,6004,0.7167,0.46545,9833,8792,5384,1036.5,0,139
3,0,5119,0.7167,0.46545,4404,8792,6993,1036.5,0.5869,64
2,0,101,0.7167,0.46545,9833,8792,4542,1036.5,0,56
3,0,4173,0.7167,0.46545,3750,8792,9468,1036.5,0.5059,44
3,0,322,0.7167,0.46545,9833,8792,9079,1036.5,0,159
3,0,272,0.7167,0.46545,9833,8792,83,1036.5,0,142
3,0,8513,0.7167,0.46545,6250,8792,12573,1036.5,0.0264,913
3,0,8711,0.7167,0.9412,6258.5,8792,14216,1036.5,0.3273,33
2,0,3809,0.4336,0.8416,19000,8792,10450,1213,0.3425,412
2,0,5853,0.8,1,9833,8792,14553,1036.5,0.0224,122
3,0,407,0.7167,0.46545,5894,8792,11173,1036.5,0.1109,169
3,0,8742,0.7167,0.46545,3500,8792,5333,1036.5,0.5843,52
3,0,3906,0.7167,0.46545,6969,8792,8940,1036.5,0.5283,41
2,0,8249,0.7167,0.0746,11666.5,8792,13373,1036.5,0.6738,3066
2,0,9201,0.7167,0.1142,11666.5,8792,13174,1036.5,0.7099,4345
2,0,7708,0.7167,0.1364,11666.5,8792,13498,1036.5,0.6952,1534
3,0,5860,0.7167,0.46545,9833,8792,4887,1036.5,0,404
2,0,6798,0.7167,0.46545,3554,8792,11087,1036.5,0.4792,105
3,0,7227,0.7167,0.3158,1400,8792,4715,1036.5,0,402
3,0,6059,0.7167,0.46545,8708,8792,14511,1036.5,0.6831,940
2,0,18979,1,0.0556,9833,8792,7178,1036.5,0,118
2,0,6331,1,0.3902,9833,8792,6152,1036.5,0,155
3,0,13200,0.7167,0.46545,5500,8792,5821,1036.5,0.9028,78
3,0,8881,0.7167,0.46545,9500,8792,13387,1036.5,0.5038,160
3,0,7161,0.7167,0.46545,6551,8792,8963,1036.5,0.3718,109
3,0,7932,0.7167,0.46545,7833,8792,8710,1036.5,0.4419,99
3,0,6532,0.7167,0.46545,5886,8792,12169,1036.5,0.5429,99
3,0,8799,0.7167,0.46545,8893,8792,13535,1036.5,0.7425,186
3,0,4936,0.7167,0.46545,5500,8792,10027,1036.5,0.8477,124
3,0,8732,0.7167,0.46545,4859.5,8792,10533,1036.5,0.545,137
3,0,8105,0.7167,0.46545,7392,8792,13167,1036.5,0.7207,67
3,0,8052,0.7167,0.46545,8100,8792,13319,1036.5,0.6684,102
3,0,2619,0.7167,0.46545,9499,8792,11212,1036.5,0.6324,112
3,0,6050,0.7167,0.46545,9833,8792,14187,1036.5,0,116
3,0,5469,0.7167,0.46545,6334,8792,13048,1036.5,0.7059,54
3,0,6270,0.7167,0.46545,3756,8792,3163,1036.5,0.7647,22
2,0,7116,0.7167,0.1071,9833,8792,4752,1036.5,0,511
3,0,6914,0.7167,0.46545,11489,8792,9116,1036.5,0.4985,212
3,0,7863,0.7167,0.46545,9833,8792,7705,1036.5,0.95,17
3,0,5814,0.7167,0.46545,9833,8792,14208,1036.5,0.7483,78
3,0,8516,0.7167,0.46545,5500,8792,8943,1036.5,0.7087,76
3,0,12278,0.7167,0.46545,9500,8792,8145,1036.5,0.9153,48
3,0,10221,0.7167,0.46545,5500,8792,13621,1036.5,0.3564,179
3,0,11958,1,0.46545,8550,8792,12490,1036.5,0.686,298
2,0,8550,0.7167,0.125,11666.5,8792,11889,1036.5,0.7444,2202
3,0,15059,0.7167,0.46545,9833,8792,8845,1036.5,0.94,25
3,0,4624,0.7167,0.46545,3700,8792,9991,1036.5,0.0769,3262
3,0,4105,0.7167,0.46545,9833,8792,9998,1036.5,0,79
3,0,5300,0.7167,0.46545,9833,8792,7575,1036.5,0.6607,18
3,0,8438,0.7167,0.46545,6333,8792,9283,1036.5,0.7263,135
3,0,5651,0.7167,0.46545,4400,8792,8933,1036.5,0.2566,89
3,0,11960,0.7167,0.46545,9833,8792,12035,1036.5,0.6542,132
3,0,352,0.7167,0.46545,9833,8792,3552,1036.5,0,105
3,0,7147,0.7167,0.46545,6407,8792,9643,1036.5,0.9253,125
3,0,6227,0.7167,0.46545,9833,8792,13047,1036.5,0,34
3,0,2435,0.7167,0.46545,9833,8792,13359,1036.5,0.9459,48
3,0,7422,0.7167,0.46545,6333,8792,10271,1036.5,0.5085,364
