"CONTROL","DISTANCEONLY","TUITFTE","ADM_RATE_ALL","C150_4","DEBT_MDN","NPT4_PUB","NPT4_PRIV","SAT_AVG","PCTFLOAN","UGDS"
3,0,5961,0.7167,0.46545,10555,8792,13350,1036.5,0.5612,90
3,0,11408,0.7167,0.46545,9500,8792,11332,1036.5,0.0645,29
3,0,3041,0.7167,0.46545,9833,8792,2134,1036.5,0,6
3,0,1139,0.7167,0.46545,5735,8792,-788,1036.5,0.63,68
3,0,7190,0.7167,0.46545,6225.5,8792,12685,1036.5,0.6615,116
3,0,5767,0.7167,0.46545,6500,8792,12765,1036.5,0.3585,176
3,0,7074,0.7167,0.46545,9833,8792,3842,1036.5,0.0685,28
3,0,10775,0.7167,0.46545,5846,8792,12807,1036.5,0.5805,128
3,0,6496,0.7167,0.46545,9500,8792,6858,1036.5,0.4769,51
2,0,5643,0.7167,0.46545,8250,8792,9107,1036.5,0.3914,350
3,0,7835,0.7167,0.46545,7878,8792,12330,1036.5,0.6049,51
3,0,4724,0.7167,0.46545,9833,8792,6868,1036.5,0,59
3,0,4325,0.7167,0.46545,4450,8792,11610,1036.5,0.0595,78
3,0,7232,0.7167,0.46545,10103,8792,11958,1036.5,0.422,113
3,0,3303,0.7167,0.46545,8512.5,8792,9351,1036.5,0.9135,120
3,0,6566,0.7167,0.46545,11077,8792,8038,1036.5,0.537,28
3,0,2495,0.7167,0.46545,9833,8792,12139,1036.5,0.7007,74
3,0,4387,0.7167,0.46545,9833,8792,11646,1036.5,0,66
3,0,6215,0.7167,0.46545,9400,8792,6305,1036.5,1,34
3,0,5974,0.7167,0.46545,9833,8792,10403,1036.5,0,13
3,0,5991,0.7167,0.46545,10556,8792,12532,1036.5,0.558,239
3,0,7698,0.7167,0.46545,6333,8792,13325,1036.5,0.5547,115
3,0,6547,0.7167,0.46545,6875,8792,14087,1036.5,0.5435,35
3,0,5032,0.7167,0.46545,9833,8792,13543,1036.5,0.7664,162
3,0,10313,0.7167,0.46545,8002,8792,13016,1036.5,0.604,175
2,0,2968,0.7167,0.46545,13250,8792,11968,1036.5,0.4234,224
2,0,4269,0.7167,0.46545,13250,8792,10728,1036.5,0.7565,152
3,0,3769,0.7167,0.46545,5129,8792,9593,1036.5,0.7324,194
3,0,329,0.8571,0.46545,5500,8792,9912,1036.5,0.4512,920
2,0,8498,0.7167,0.46545,5250,8792,12387,1036.5,0.1923,97
3,0,7188,0.7167,0.46545,5974.5,8792,11414,1036.5,0.625,65
3,0,713,0.7167,0.46545,1313,8792,4006,1036.5,0,205
3,0,7679,0.7167,0.46545,13500,8792,10535,1036.5,0.6703,123
3,0,8983,0.7167,0.46545,3782.5,8792,11911,1036.5,0.801,140
2,0,426,0.7167,0.46545,9833,8792,6713,1036.5,0,2
2,0,263,0.7167,0.46545,9833,8792,6757,1036.5,0,270
3,0,149,0.7167,0.46545,9833,8792,6374,1036.5,0,274
3,0,11239,0.7167,0.46545,3525,8792,7717,1036.5,0.6857,19
3,0,950,0.7167,0.46545,8500,8792,10192,1036.5,1,23
3,0,6533,0.7167,0.46545,9500,8792,7730,1036.5,0.6875,23
3,0,252,0.7167,0.46545,5894,8792,11758,1036.5,0.1512,92
3,0,8656,0.7167,0.46545,10423.5,8792,10575,1036.5,0.6917,233
3,0,5009,0.7167,0.46545,10423.5,8792,12418,1036.5,0.813,172
3,0,5374,0.7167,0.46545,9413.5,8792,12232,1036.5,0.7081,192
3,0,10633,0.7167,0.46545,6402,8792,10040,1036.5,0.7292,81
3,0,19490,1,0.46545,12380.5,8792,1627,1036.5,0.7953,741
3,0,7260,0.7167,0.46545,9833,8792,12210,1036.5,0.6167,42
3,0,6167,0.7167,0.46545,9500,8792,11778,1036.5,0.8444,45
3,0,2222,0.7167,0.46545,6333,8792,11969,1036.5,0.9231,11
3,0,9166,0.7167,0.46545,3500,8792,11843,1036.5,0.3093,135
3,0,5656,0.7167,0.46545,4750,8792,7904,1036.5,0.6479,62
3,0,13080,1,0.46545,12380.5,8792,11719,1036.5,0.8845,602
3,0,8178,0.7167,0.46545,9833,8792,3888,1036.5,0,24
3,0,6276,0.7167,0.46545,9833,8792,10968,1036.5,0.5789,21
3,0,10146,0.7167,0.46545,4859.5,8792,11437,1036.5,0.5362,103
3,0,3294,0.7167,0.46545,9791,8792,13207,1036.5,0.7679,107
3,0,229,0.7167,0.46545,3207,8792,9234,1036.5,0.1429,16
3,0,6260,0.7167,0.46545,6333,8792,5668,1036.5,0.6036,60
3,0,8915,0.7167,0.46545,9500,8792,11557,1036.5,0.3742,205
3,0,1128,0.7167,0.46545,9833,8792,4597,1036.5,0.3492,39
3,0,2215,0.7167,0.46545,4750,8792,11272,1036.5,0.392,118
3,0,1535,0.7167,0.46545,6333,8792,10060,1036.5,0.2364,137
3,0,6385,0.7167,0.46545,9833,8792,12302,1036.5,1,18
3,0,5331,0.7167,0.46545,9833,8792,8994,1036.5,0.31,80
3,0,6669,0.7167,0.46545,2709,8792,12464,1036.5,0.3583,75
3,0,3752,0.7167,0.46545,9833,8792,5553,1036.5,0,65
2,0,4317,1,0.6,9833,8792,7050,1036.5,0,23
2,0,7935,1,0.7143,9833,8792,7030,1036.5,0,298
3,0,7694,0.7167,0.46545,6333,8792,11779,1036.5,0.5663,48
3,0,2697,0.7167,0.46545,5846,8792,8562,1036.5,0.521,61
3,0,1478,0.7167,0.46545,9833,8792,4404,1036.5,0,122
3,0,4289,0.7167,0.46545,9833,8792,6695,1036.5,0.7206,65
3,0,7858,0.7167,0.46545,6333,8792,14208,1036.5,0.5385,46
3,0,7528,0.7167,0.46545,9833,8792,8053,1036.5,0.7705,41
3,0,5141,0.7167,0.46545,8000,8792,13171,1036.5,0.5275,91
3,0,9940,0.7167,0.46545,6333,8792,13480,1036.5,0.7481,193
3,0,13529,0.7167,0.46545,6211,8792,7820,1036.5,0.4317,79
3,0,4597,0.7167,0.46545,8966,8792,11560,1036.5,0.62,36
3,0,937,0.7167,0.46545,9833,8792,10088,1036.5,0.4444,20
3,0,2908,0.7167,0.46545,9833,8792,9358,1036.5,0.1731,55
3,0,7617,0.7167,0.46545,9619,8792,11858,1036.5,0.8182,63
3,0,3366,0.7167,0.46545,4318,8792,3459,1036.5,0.031,147
3,0,15170,0.7167,0.46545,8862,8792,10234,1036.5,0.4875,56
3,0,5918,0.7167,0.46545,6156,8792,11941,1036.5,0.1447,241
3,1,12045,0.7167,0.186,10250,8792,11616,1036.5,0.8834,2132
3,0,8305,0.7167,0.46545,5781,8792,12329,1036.5,0.8848,194
3,0,3307,0.7167,0.46545,4318,8792,3773,1036.5,0.0825,45
3,0,3930,0.7167,0.46545,9833,8792,5067,1036.5,0.3438,26
3,0,27,0.7167,0.46545,5931,8792,9107,1036.5,0.5954,259
3,0,7863,0.7167,0.46545,9500,8792,11627,1036.5,0.6489,59
2,0,3795,0.7167,1,9833,8792,13866,1036.5,0.1944,109
3,0,9875,0.7167,0.46545,10277,8792,9521,1036.5,0.8095,31
3,0,4085,0.7167,0.46545,9833,8792,11866,1036.5,0,40
3,0,8746.5,0.7167,0.46545,3167,8792,14575,1036.5,0.0755,106
2,0,729,0.7167,0.25,9833,8792,11973,1036.5,0,27
3,0,8881,0.7167,0.46545,9833,8792,-1220,1036.5,0.1905,17
3,0,7379,0.7167,0.46545,9833,8792,10705,1036.5,0.6875,13
3,0,15729,0.7167,0.46545,9833,8792,11251,1036.5,0.2617,52
3,0,3806,1,0.46545,9833,8792,5127,1036.5,0.2174,57
3,0,21672,0.7167,0.46545,9833,8792,6617,1036.5,0.1739,34
3,0,10281,0.7167,0.46545,4750,8792,8428,1036.5,0.7115,35
3,0,6299,0.7167,0.46545,6333,8792,3439,1036.5,0.2,56
3,0,5561,0.7167,0.46545,8776,8792,12448,1036.5,0.4023,69
3,0,4506,0.7167,0.46545,9833,8792,10819,1036.5,0.275,45
2,0,4490,0.7167,0.46545,9833,8792,14248,1036.5,0.3529,25
3,0,2900,0.7167,0.46545,9833,8792,8180,1036.5,0.5385,30
2,0,7802,1,0.46545,9833,8792,5260,1036.5,0,70
2,0,9593,1,0.5,9833,8792,8831,1036.5,0,64
2,0,1777,0.7167,0.46545,9833,8792,8025,1036.5,0.4808,31
3,0,5000,0.7167,0.46545,9833,8792,14720,1036.5,0.2222,22
3,0,11419,0.7167,0.46545,7667,8792,10577,1036.5,0.1615,131
3,0,7752,0.7167,0.46545,9833,8792,13133,1036.5,0.2647,49
3,0,4380,0.7167,0.46545,7667,8792,11158,1036.5,0.0189,96
3,0,9612,0.7167,0.46545,7000,8792,13742,1036.5,0.92,68
3,0,13439,0.7167,0.46545,10490.5,8792,11221,1036.5,0.9365,281
3,0,8746.5,0.7167,0.46545,9500,8792,8950,1036.5,0.725,73
