"OPEID","INSTNM","CITY","STABBR","ZIP","CONTROL","DISTANCEONLY","TUITFTE","ADM_RATE_ALL","C150_4","DEBT_MDN","NPT4_PUB","NPT4_PRIV","SAT_AVG","PCTFLOAN","UGDS"
116100,"Cerritos College","Norwalk","CA","90650-6298",1,0,524,0.7167,0.46545,4000,3155,18259,1036.5,0.0441,20011
116300,"Chaffey College","Rancho Cucamonga","CA","91737-3002",1,0,858,0.7167,0.46545,4552,7933,18259,1036.5,0,17217
450200,"City College of San Francisco","San Francisco","CA","94112-1898",1,0,1347,0.7167,0.46545,7655,3696,18259,1036.5,0.0399,24662
448000,"De Anza College","Cupertino","CA","95014",1,0,1664,0.7167,0.46545,5629,4177,18259,1036.5,0.0421,20496
119100,"Diablo Valley College","Pleasant Hill","CA","94523",1,0,1852,0.7167,0.46545,4500,8623,18259,1036.5,0.0108,18566
2226000,"East Los Angeles College","Monterey Park","CA","91754-6099",1,0,665,0.7167,0.46545,7279.5,8881,18259,1036.5,0.014,33439
119700,"El Camino Community College District","Torrance","CA","90506",1,0,1114,0.7167,0.46545,5000,10072,18259,1036.5,0.0115,22222
130700,"Fresno City College","Fresno","CA","93741",1,0,439,0.7167,0.46545,3500,4947,18259,1036.5,0.0329,18888
120100,"Fullerton College","Fullerton","CA","92832-2095",1,0,1019,0.7167,0.46545,4750,4476,18259,1036.5,0.0235,22295
120800,"Grossmont College","El Cajon","CA","92020-1799",1,0,482,0.7167,0.46545,3500,2288,18259,1036.5,0.0256,17042
121900,"Long Beach City College","Long Beach","CA","90808-1706",1,0,519,0.7167,0.46545,6750,4732,18259,1036.5,0.0599,22475
122600,"Los Angeles Pierce College","Woodland Hills","CA","91371-0002",1,0,828,0.7167,0.46545,9500,8147,18259,1036.5,0.059,17528
122800,"Los Angeles Valley College","Valley Glen","CA","91401-4096",1,0,624,0.7167,0.46545,8000,7511,18259,1036.5,0.049,16111
122300,"Los Angeles City College","Los Angeles","CA","90029",1,0,689,0.7167,0.46545,7500,5435,18259,1036.5,0.0516,16485
124000,"Modesto Junior College","Modesto","CA","95350-5800",1,0,574,0.7167,0.46545,9833,6864,18259,1036.5,0,15904
124500,"Mt San Antonio College","Walnut","CA","91789-1399",1,0,859,0.7167,0.46545,4500,3101,18259,1036.5,0.0159,25800
125000,"Orange Coast College","Costa Mesa","CA","92626",1,0,995,0.7167,0.46545,5000,9798,18259,1036.5,0.02,20521
126000,"Palomar College","San Marcos","CA","92069-1487",1,0,1001,0.7167,0.46545,5500,5334,18259,1036.5,0.0162,22535
126100,"Pasadena City College","Pasadena","CA","91106-2003",1,0,1400,0.7167,0.46545,5500,5718,18259,1036.5,0.0126,23437
128400,"Santa Ana College","Santa Ana","CA","92706-3398",1,0,598,0.7167,0.46545,6500,2608,18259,1036.5,0.007,25559
127000,"Riverside City College","Riverside","CA","92506",1,0,769,0.7167,0.46545,4500,6696,18259,1036.5,0.0265,16243
123300,"Sacramento City College","Sacramento","CA","95822-1386",1,0,440,0.7167,0.46545,7500,6529,18259,1036.5,0.0554,21765
891800,"Saddleback College","Mission Viejo","CA","92692-3635",1,0,1481,0.7167,0.46545,5500,9056,18259,1036.5,0.0195,19229
127500,"San Diego Mesa College","San Diego","CA","92111-4998",1,0,409,0.7167,0.46545,3697.5,6824,18259,1036.5,0.0284,21314
115100,"San Diego State University","San Diego","CA","92182",1,0,6601,0.3133,0.6616,14495,11724,18259,1090,0.3828,26625
115400,"San Francisco State University","San Francisco","CA","94132",1,0,6712,0.6379,0.455,15000,14235,18259,998,0.3997,25271
128000,"San Joaquin Delta College","Stockton","CA","95207",1,0,503,0.7167,0.46545,6125,8630,18259,1036.5,0.0701,15393
115500,"San Jose State University","San Jose","CA","95192-0001",1,0,7238,0.6347,0.4809,14000,13794,18259,1030,0.3548,25723
128500,"Santa Barbara City College","Santa Barbara","CA","93109-2394",1,0,1948,0.7167,0.46545,6500,9940,18259,1036.5,0.1001,16042
128600,"Santa Monica College","Santa Monica","CA","90405-1628",1,0,2330,0.7167,0.46545,4500,6443,18259,1036.5,0.0148,27747
128700,"Santa Rosa Junior College","Santa Rosa","CA","95401-4395",1,0,1140,0.7167,0.46545,7000,6979,18259,1036.5,0.0219,19533
129000,"Sierra College","Rocklin","CA","95677-3397",1,0,1084,0.7167,0.46545,8917,7601,18259,1036.5,0.0697,17195
129400,"Southwestern College","Chula Vista","CA","91910-7299",1,0,431,0.7167,0.46545,4100,4463,18259,1036.5,0.0184,17611
137000,"University of Colorado Boulder","Boulder","CO","80309-0017",1,0,16762,0.8771,0.6969,15000,21849,18259,1192,0.3298,25461
135000,"Colorado State University-Fort Collins","Fort Collins","CO","80523-0100",1,0,12292,0.7743,0.6383,16707.5,15707,18259,1127,0.4739,22482
793300,"Front Range Community College","Westminster","CO","80031",1,0,4333,0.7167,0.46545,8278,10131,18259,1036.5,0.3838,16297
136000,"Metropolitan State University of Denver","Denver","CO","80217-3362",1,0,5392,0.7116,0.2597,13450.5,10586,18259,973,0.512,21696
141700,"University of Connecticut","Storrs","CT","6269",1,0,11188,0.5321,0.8323,18983,19431,18259,1233,0.5013,17684
143100,"University of Delaware","Newark","DE","19716",1,0,17724,0.6468,0.8001,21000,15998,18259,1178,0.4917,17729
150000,"Broward College","Fort Lauderdale","FL","33301",1,0,1336,0.7167,0.3185,4500,8286,18259,1036.5,0.1764,39162
395400,"University of Central Florida","Orlando","FL","32816",1,0,5069,0.4894,0.6724,15000,14048,18259,1175,0.4547,50919
148100,"Florida Atlantic University","Boca Raton","FL","33431-0991",1,0,5301,0.4773,0.4105,12500,13242,18259,1039,0.3996,24685
148400,"Florida State College at Jacksonville","Jacksonville","FL","32202",1,0,1684,0.7167,0.346,6063,7460,18259,1036.5,0.3839,25018
963500,"Florida International University","Miami","FL","33199",1,0,5931,0.4304,0.5161,13750,12266,18259,1154,0.456,38234
148900,"Florida State University","Tallahassee","FL","32306-1037",1,0,5723,0.5681,0.7688,18750,14691,18259,1212,0.465,32086
153500,"University of Florida","Gainesville","FL","32611",1,0,7411,0.4655,0.8654,14546,12582,18259,1272,0.3506,32346
2362100,"Full Sail University","Winter Park","FL","32792-7429",3,0,14438,0.7167,0.7835,14750,8792,29945,1036.5,0.7993,18880
787000,"Hillsborough Community College","Tampa","FL","33606-3584",1,0,2447,0.7167,0.46545,7000,5776,18259,1036.5,0.5495,23596
150600,"Miami Dade College","Miami","FL","33132-2204",1,0,1444,0.7167,0.3183,8000,14614,18259,1036.5,0.0957,61684
984100,"University of North Florida","Jacksonville","FL","32224-7699",1,0,4980,0.5343,0.4995,14000,11528,18259,1143,0.4242,14006
151200,"Palm Beach State College","Lake Worth","FL","33461-4796",1,0,1935,0.7167,0.359,5500,2557,18259,1036.5,0.1497,26106
152800,"St Petersburg College","Clearwater","FL","33760-2822",1,0,2001,0.7167,0.2896,11250,8091,18259,1036.5,0.3634,27166
152000,"Seminole State College of Florida","Sanford","FL","32773-6199",1,0,1783,0.7167,0.3533,7500,8914,18259,1036.5,0.3694,16567
153700,"University of South Florida-Main Campus","Tampa","FL","33620-9951",1,0,5963,0.4499,0.6321,16954,10281,18259,1168,0.4783,30376
675000,"Valencia College","Orlando","FL","32801",1,0,1713,0.7167,0.4031,7000,6360,18259,1036.5,0.2538,34819
157200,"Georgia Southern University","Statesboro","GA","30460-8126",1,0,5662,0.52,0.5046,16250,16405,18259,1094,0.6223,17103
157400,"Georgia State University","Atlanta","GA","30303-3083",1,0,7284,0.5466,0.5315,17070,15377,18259,1060,0.5883,24128
159800,"University of Georgia","Athens","GA","30602",1,0,10079,0.5608,0.8314,16831,11990,18259,1247,0.4148,26120
157700,"Kennesaw State University","Kennesaw","GA","30144-5591",1,0,5776,0.5654,0.4338,15000,15602,18259,1068,0.5646,22211
161000,"University of Hawaii at Manoa","Honolulu","HI","96822-2217",1,0,9277,0.8009,0.5651,13750,11102,18259,1087,0.381,14097
161600,"Boise State University","Boise","ID","83725",1,0,6355,0.7766,0.3801,16309,14404,18259,1050,0.4894,16557
162500,"Brigham Young University-Idaho","Rexburg","ID","83460-1690",2,0,2404,0.9963,0.6011,7725,8792,7409,1036,0.2567,20208
665600,"College of DuPage","Glen Ellyn","IL","60137-6599",1,0,3285,0.7167,0.46545,5543,9358,18259,1036.5,0.2977,21214
177600,"University of Illinois at Chicago","Chicago","IL","60607",1,0,12091,0.714,0.5669,14750,13545,18259,1092,0.4838,16601
177500,"University of Illinois at Urbana-Champaign","Champaign","IL","61820-5711",1,0,13770,0.6239,0.838,19399,18798,18259,1303,0.4097,31663
169200,"Illinois State University","Normal","IL","61790-1000",1,0,10026,0.6892,0.7162,18750,19761,18259,1110,0.6022,17667
173700,"Northern Illinois University","Dekalb","IL","60115-2828",1,0,7618,0.5613,0.5095,16500,19624,18259,1010,0.6689,15782
175800,"Southern Illinois University-Carbondale","Carbondale","IL","62901-4512",1,0,9537,0.7887,0.4337,15245,16265,18259,1032,0.6109,13220
178600,"Ball State University","Muncie","IN","47306",1,0,7383,0.6054,0.5938,18686,15294,18259,1053,0.6139,15985
991700,"Ivy Tech Community College","Indianapolis","IN","46208-5752",1,0,2048,0.7167,0.46545,7322,8911,18259,1036.5,0.3959,87017
181300,"Indiana University-Purdue University-Indianapolis","Indianapolis","IN","46202-5143",1,0,10524,0.6958,0.4161,16500,14666,18259,1013,0.5366,21569
180900,"Indiana University-Bloomington","Bloomington","IN","47405-7000",1,0,16225,0.7217,0.7705,19500,14174,18259,1198,0.3936,31984
712000,"Des Moines Area Community College","Ankeny","IA","50023-3993",1,0,1911,0.7167,0.46545,7000,11064,18259,1036.5,0.4182,14928
186900,"Iowa State University","Ames","IA","50011-2030",1,0,9395,0.8252,0.681,19750,14336,18259,1145,0.5519,27112
189200,"University of Iowa","Iowa City","IA","52242-1316",1,0,13317,0.8023,0.6962,18692.5,14379,18259,1208,0.4722,21314
188100,"Ashford University","Clinton","IA","52733-2967",3,0,12379,0.7167,0.207,11190,8792,20983,1036.5,0.7366,50403
194800,"University of Kansas","Lawrence","KS","66045",1,0,10498,0.9228,0.6162,14799,17690,18259,1145,0.4532,18731
192800,"Kansas State University","Manhattan","KS","66506",1,0,9415,0.9591,0.5944,17000,15852,18259,1036.5,0.5084,19647
196300,"Eastern Kentucky University","Richmond","KY","40475-3102",1,0,5757,0.6002,0.3888,14921.5,10496,18259,1009,0.5983,13247
198900,"University of Kentucky","Lexington","KY","40506-0032",1,0,10316,0.6861,0.6184,14000,14333,18259,1140,0.4597,21050
199900,"University of Louisville","Louisville","KY","40292-0001",1,0,10747,0.7112,0.5343,13300,13834,18259,1142,0.4323,15023
200200,"Western Kentucky University","Bowling Green","KY","42101-1000",1,0,7278,0.9232,0.4368,15000,10470,18259,1009,0.5413,15780
462500,"Delgado Community College","New Orleans","LA","70119",1,0,3190,0.7167,0.46545,9357,6952,18259,1036.5,0.6351,17467
201000,"Louisiana State University and Agricultural & Mechanical College","Baton Rouge","LA","70803-2750",1,0,8813,0.7623,0.6914,13000,11610,18259,1162,0.3532,23990
203100,"University of Louisiana at Lafayette","Lafayette","LA","70503",1,0,5074,0.593,0.4482,13000,8478,18259,1070,0.3735,14261
205800,"Anne Arundel Community College","Arnold","MD","21012-1895",1,0,3098,0.7167,0.46545,7000,13886,18259,1036.5,0.1633,14125
1164400,"University of Maryland-University College","Adelphi","MD","20783-8010",1,0,11038,0.7167,0.0278,12122,9358,18259,1036.5,0.3028,26006
210300,"University of Maryland-College Park","College Park","MD","20742",1,0,11198,0.4699,0.8406,17500,16299,18259,1310,0.3581,26045
691100,"Montgomery College","Rockville","MD","20850",1,0,3495,0.7167,0.46545,5750,8654,18259,1036.5,0.1849,19064
209900,"Towson University","Towson","MD","21252-0001",1,0,6494,0.6034,0.655,15750,16133,18259,1078,0.5047,18534
222100,"University of Massachusetts-Amherst","Amherst","MA","1003",1,0,11566,0.6294,0.7266,21500,19087,18259,1209,0.6043,21672
224300,"Central Michigan University","Mount Pleasant","MI","48859",1,0,9329,0.6304,0.5929,21721.5,15457,18259,1029,0.7469,20070
225900,"Eastern Michigan University","Ypsilanti","MI","48197",1,0,9158,0.6398,0.3844,19114.5,12449,18259,1011,0.7528,18543
226700,"Grand Rapids Community College","Grand Rapids","MI","49503-3295",1,0,3602,0.7167,0.46545,5500,4709,18259,1036.5,0.4028,15635
226800,"Grand Valley State University","Allendale","MI","49401-9403",1,0,9810,0.826,0.695,20898.5,16243,18259,1090,0.642,21137
232500,"University of Michigan-Ann Arbor","Ann Arbor","MI","48109",1,0,20769,0.3326,0.8997,21000,16287,18259,1352,0.3665,28077
229000,"Michigan State University","East Lansing","MI","48824-1046",1,0,15767,0.6865,0.7736,22734,16507,18259,1158,0.4845,37622
230700,"Oakland University","Rochester Hills","MI","48309-4401",1,0,9411,0.66,0.4295,18250,11665,18259,1070,0.3689,16113
232900,"Wayne State University","Detroit","MI","48202",1,0,9162,0.7624,0.3235,16000,12674,18259,1050,0.5944,17789
233000,"Western Michigan University","Kalamazoo","MI","49008-5200",1,0,10693,0.8285,0.5491,20875,17322,18259,1030,0.68,18755
236000,"Minnesota State University-Mankato","Mankato","MN","56001",1,0,5622,0.6555,0.4904,15116,14161,18259,1030,0.59,12542
396900,"University of Minnesota-Twin Cities","Minneapolis","MN","55455-0213",1,0,11069,0.4455,0.754,18822,17208,18259,1270,0.4516,30271
237700,"Saint Cloud State University","Saint Cloud","MN","56301-4498",1,0,5008,0.8691,0.478,15348,14130,18259,1010,0.5095,11535
244000,"University of Mississippi","University","MS","38677-1848",1,0,8585,0.5936,0.5797,15750,13858,18259,1100,0.4625,16432
242300,"Mississippi State University","Mississippi State","MS","39762",1,0,6667,0.6482,0.6105,15500,15983,18259,1106,0.5046,16399
244100,"University of Southern Mississippi","Hattiesburg","MS","39406-0001",1,0,6081,0.6631,0.4513,16600,12423,18259,1082,0.6934,12371
245600,"Columbia College","Columbia","MO","65216",2,0,6884,0.7167,0.4084,12500,8792,12366,1036.5,0.5843,15498
248400,"Metropolitan Community College-Kansas City","Kansas City","MO","64111-2429",1,0,1686,0.7167,0.46545,6000,8652,18259,1036.5,0.1264,16645
251600,"University of Missouri-Columbia","Columbia","MO","65211",1,0,10084,0.7861,0.7012,17500,16940,18259,1165,0.4864,26585
247100,"Saint Louis Community College","Saint Louis","MO","63102-2810",1,0,1558,0.7167,0.46545,6000,7211,18259,1036.5,0.1068,21446
250300,"Missouri State University-Springfield","Springfield","MO","65897",1,0,6228,0.851,0.5337,15000,14817,18259,1090,0.5083,15746
253200,"Montana State University","Bozeman","MT","59717",1,0,9218,0.8449,0.4941,14465,16236,18259,1115,0.4913,13055
255400,"University of Nebraska at Omaha","Omaha","NE","68182-0225",1,0,6147,0.7078,0.4211,13631,12532,18259,1070,0.4683,12153
256500,"University of Nebraska-Lincoln","Lincoln","NE","68588",1,0,8653,0.6404,0.6678,15799,16294,18259,1147,0.4022,19376
1036200,"College of Southern Nevada","Las Vegas","NV","89146-1164",1,0,2399,0.7167,0.091,6620.5,6932,18259,1036.5,0.0713,29848
256900,"University of Nevada-Las Vegas","Las Vegas","NV","89154",1,0,6600,0.8512,0.4288,12608,11159,18259,1003,0.3687,22742
256800,"University of Nevada-Reno","Reno","NV","89557",1,0,7552,0.8396,0.5139,12000,15207,18259,1081,0.3853,15310
258000,"Southern New Hampshire University","Manchester","NH","03106-1045",2,0,10913,0.7866,0.542,7688,8792,28889,965,0.6931,17172
473600,"Bergen Community College","Paramus","NJ","07652-1595",1,0,4817,0.7167,0.46545,5500.5,7160,18259,1036.5,0.1526,14688
261700,"Montclair State University","Montclair","NJ","07043-1624",1,0,8938,0.6532,0.6339,19000,19960,18259,970,0.6066,15182
262900,"Rutgers University-New Brunswick","New Brunswick","NJ","08901-1281",1,0,11793,0.5796,0.7969,19500,19770,18259,1210,0.5591,33427
2192200,"Thomas Edison State College","Trenton","NJ","08608-1176",1,0,9662,0.7167,0.46545,9322,8792,18259,1036.5,0.1463,19596
474200,"Central New Mexico Community College","Albuquerque","NM","87106",1,0,739,0.7167,0.46545,6916.5,3961,18259,1036.5,0.2438,25090
266300,"University of New Mexico-Main Campus","Albuquerque","NM","87106",1,0,5090,0.6458,0.4828,14164.5,8126,18259,1038,0.3877,20847
265700,"New Mexico State University-Main Campus","Las Cruces","NM","88003-8001",1,0,4016,0.852,0.4328,11147,10158,18259,982,0.4438,12886
727300,"CUNY Bernard M Baruch College","New York","NY","10010",1,0,6305,0.2483,0.6687,10000,6543,18259,1225,0.142,13698
269100,"CUNY Borough of Manhattan Community College","New York","NY","10007",1,0,1775,0.7167,0.46545,5736,6778,18259,1036.5,0.1152,23658
268900,"CUNY Hunter College","New York","NY","10065",1,0,5913,0.2972,0.5038,9500,6688,18259,1160,0.1606,15697
1005100,"CUNY LaGuardia Community College","Long Island City","NY","11101",1,0,2486,0.7167,0.46545,4500,7915,18259,1036.5,0.0525,16821
269600,"CUNY New York City College of Technology","Brooklyn","NY","11201",1,0,3180,0.768,0.1437,6713.5,5896,18259,937,0.131,15917
269000,"CUNY Queens College","Flushing","NY","11367",1,0,4899,0.3702,0.5635,9054,5527,18259,1100,0.1319,14424
287200,"Monroe Community College","Rochester","NY","14623",1,0,2060,0.7167,0.46545,7611,7075,18259,1036.5,0.3962,15054
287300,"Nassau Community College","Garden City","NY","11530-6793",1,0,2586,0.7167,0.46545,6500,7067,18259,1036.5,0.1481,21051
283500,"SUNY at Albany","Albany","NY","12222",1,0,5818,0.5545,0.6638,16750,15749,18259,1102,0.6069,12542
283600,"SUNY at Binghamton","Vestal","NY","13850-6000",1,0,6701,0.4287,0.8077,17750,16541,18259,1297,0.4836,12940
283700,"University at Buffalo","Buffalo","NY","14260-1660",1,0,7732,0.5652,0.72,15200,15088,18259,1158,0.4677,19365
283800,"Stony Brook University","Stony Brook","NY","11794",1,0,7339,0.3948,0.6593,17000,13438,18259,1253,0.4563,15724
283400,"Excelsior College","Albany","NY","12203-5159",2,1,3944,0.7167,0.46545,7000,8792,18259,1036.5,0.0689,37440
290600,"Appalachian State University","Boone","NC","28608",1,0,5790,0.6323,0.6857,15635,12725,18259,1156,0.4596,15840
291500,"Central Piedmont Community College","Charlotte","NC","28204",1,0,1576,0.7167,0.46545,5500,11296,18259,1036.5,0.1357,18774
292300,"East Carolina University","Greenville","NC","27858-4353",1,0,6563,0.6217,0.5631,18500,14059,18259,1050,0.5528,20625
297400,"University of North Carolina at Chapel Hill","Chapel Hill","NC","27599",1,0,11914,0.2759,0.9002,15000,13322,18259,1313,0.3192,17882
297500,"University of North Carolina at Charlotte","Charlotte","NC","28223-0001",1,0,7019,0.6852,0.539,16500,12268,18259,1066,0.5879,21400
297600,"University of North Carolina at Greensboro","Greensboro","NC","27402-6170",1,0,5580,0.6002,0.5541,16000,11010,18259,1029,0.5872,14138
297200,"North Carolina State University at Raleigh","Raleigh","NC","27695-7001",1,0,7952,0.5001,0.7359,17750,13164,18259,1229,0.424,22977
484400,"Wake Technical Community College","Raleigh","NC","27603-5696",1,0,1588,0.7167,0.46545,7000,8991,18259,1036.5,0.2968,18020
312300,"University of Akron Main Campus","Akron","OH","44325-4702",1,0,9302,0.9649,0.4166,15000,17777,18259,1016,0.6238,19022
301800,"Bowling Green State University-Main Campus","Bowling Green","OH","43403",1,0,8604,0.7247,0.541,17500,17793,18259,1009,0.6873,14161
312500,"University of Cincinnati-Main Campus","Cincinnati","OH","45221-0063",1,0,12384,0.7325,0.579,15000,21681,18259,1141,0.5545,23360
305100,"Kent State University at Kent","Kent","OH","44242-0001",1,0,9518,0.8302,0.5152,16500,19249,18259,1048,0.6339,22071
307700,"Miami University-Oxford","Oxford","OH","45056",1,0,15186,0.6676,0.8084,16766.5,24267,18259,1240,0.4162,15378
309000,"Ohio State University-Main Campus","Columbus","OH","43210",1,0,13102,0.5553,0.8323,17000,17866,18259,1289,0.4587,43139
310000,"Ohio University-Main Campus","Athens","OH","45701-2979",1,0,10625,0.7295,0.6657,14457,19416,18259,1104,0.518,23331
311900,"Sinclair Community College","Dayton","OH","45402-1460",1,0,1848,0.7167,0.46545,5500,4363,18259,1036.5,0.4168,16554
1088100,"Stark State College","North Canton","OH","44720",1,0,3925,0.7167,0.46545,10292,13931,18259,1036.5,0.63,12995
313100,"University of Toledo","Toledo","OH","43606-3390",1,0,10874,0.9073,0.4543,14500,14595,18259,1031,0.5921,15440
307800,"Wright State University-Main Campus","Dayton","OH","45435-0001",1,0,9061,0.7167,0.4146,15000,16093,18259,1036.5,0.6136,12161
315200,"University of Central Oklahoma","Edmond","OK","73034",1,0,5618,0.8398,0.3562,12500,11232,18259,1030,0.4162,15119
317000,"Oklahoma State University-Main Campus","Stillwater","OK","74078-1015",1,0,10283,0.7602,0.5956,14750.5,14053,18259,1138,0.4371,20314
318400,"University of Oklahoma-Norman Campus","Norman","OK","73019-3072",1,0,10362,0.8044,0.6629,15750,16526,18259,1176,0.3806,20528
321000,"Oregon State University","Corvallis","OR","97331",1,0,9398,0.7894,0.6147,16846,17420,18259,1102,0.5162,22349
322300,"University of Oregon","Eugene","OR","97403",1,0,14391,0.7417,0.6653,18309,16057,18259,1108,0.418,20473
321300,"Portland Community College","Portland","OR","97219-7132",1,0,2578,0.7167,0.46545,9412.5,8335,18259,1036.5,0.4381,29774
321600,"Portland State University","Portland","OR","97201",1,0,8128,0.6117,0.417,18832,14145,18259,1045,0.5297,20085
323100,"Community College of Allegheny County","Pittsburgh","PA","15233-1895",1,0,2108,0.7167,0.46545,5987,6408,18259,1036.5,0.2321,17098
327300,"Harrisburg Area Community College-Harrisburg","Harrisburg","PA","17110-2999",1,0,4914,0.7167,0.46545,9500,10662,18259,1036.5,0.5222,13321
332900,"Pennsylvania State University-Main Campus","University Park","PA","16802-1503",1,0,24891,0.6488,0.8484,21500,27032,18259,1199,0.522,39460
324900,"Community College of Philadelphia","Philadelphia","PA","19130-3991",1,0,2117,0.7167,0.46545,5500,7467,18259,1036.5,0.4708,18204
337900,"University of Pittsburgh-Pittsburgh Campus","Pittsburgh","PA","15260",1,0,16043,0.6088,0.8044,22000,26861,18259,1258,0.5513,18304
337100,"Temple University","Philadelphia","PA","19122-6096",1,0,18854,0.6387,0.6632,21700,20845,18259,1121,0.6583,27511
332800,"West Chester University of Pennsylvania","West Chester","PA","19383",1,0,8550,0.5156,0.6864,19695.5,22254,18259,1105,0.6315,13456
340800,"Community College of Rhode Island","Warwick","RI","02886-1807",1,0,3066,0.7167,0.46545,4500,6552,18259,1036.5,0.2801,16856
342500,"Clemson University","Clemson","SC","29634",1,0,14345,0.5787,0.8253,20008,12377,18259,1259,0.4174,16801
344800,"University of South Carolina-Columbia","Columbia","SC","29208",1,0,10441,0.6132,0.7268,19125,16523,18259,1200,0.4922,23987
492000,"Trident Technical College","Charleston","SC","29423-8067",1,0,3478,0.7167,0.46545,10309.5,6433,18259,1036.5,0.4695,15747
350900,"University of Memphis","Memphis","TN","38152",1,0,7413,0.6841,0.432,18938,12258,18259,1031,0.6224,16178
351000,"Middle Tennessee State University","Murfreesboro","TN","37132",1,0,5632,0.6996,0.4565,15000,9169,18259,1011,0.5732,20914
