"OPEID","INSTNM","CITY","STABBR","ZIP","CONTROL","DISTANCEONLY","TUITFTE","ADM_RATE_ALL","C150_4","DEBT_MDN","NPT4_PUB","NPT4_PRIV","SAT_AVG","PCTFLOAN","UGDS"
4167200,"The Commonwealth Medical College","Scranton","PA","18510",2,0,40832,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
4144300,"Institute of Culinary Education","New York","NY","10010",3,0,40830,0.7167,0.46545,6439,8792,42885,1036.5,0.5127,614
4161200,"Bainbridge Graduate Institute","Seattle","WA","98104-2617",2,0,35386,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
4168500,"SOLEX College","Wheeling","IL","60090-3104",3,0,39864,0.7167,0.46545,9833,8792,18259,1036.5,0.0612,84
4142600,"Touro University California","Vallejo","CA","94592",2,0,39146,0.7167,0.46545,12500,8792,18259,1036.5,0.5926,432.5
4142601,"Touro University Nevada","Henderson","NV","89014",2,0,27973,0.7167,0.46545,12500,8792,18259,1036.5,0.7209,4
4131500,"The Collective School Of Music","New York","NY","10011-2026",3,0,32680,0.7167,0.46545,9833,8792,18259,1036.5,0,50
2575401,"International Culinary Center-California","Campbell","CA","95008",3,0,40792,0.7167,0.46545,6333,8792,40809,1036.5,0.0867,124
3665400,"Christie's Education","New York","NY","10036-8002",3,0,45179,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
2594304,"CollegeAmerica-Colorado Springs South","Colorado Springs","CO","80906-5554",2,0,39878,0.7167,0.46545,20000,8792,29838,1036.5,1,31
4188400,"Bais HaMedrash and Mesivta of Baltimore","Baltimore","MD","21209-1613",2,0,26876,1,0.7778,9833,8792,10690,1036.5,0,49
4206600,"SAE Institute of Technology-Atlanta","Atlanta","GA","30303-1736",3,0,37261,0.7167,0.46545,5500,8792,24220,1036.5,0.5679,218
4206500,"MyComputerCareer.com-Raleigh","Raleigh","NC","27606",3,0,37358,0.7167,0.46545,4560,8792,30687,1036.5,0.5055,496
4218900,"Rocky Vista University","Parker","CO","80134",3,0,40536,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
4179800,"Sotheby's Institute of Art-NY","New York","NY","10022-6717",3,0,51014,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
4190000,"Radians College","Washington","DC","20005-3542",3,0,43747,0.7167,0.46545,8901,8792,29789,1036.5,0.5891,180
4193800,"Shepherds College","Union Grove","WI","53182-1527",2,0,36858,0.7059,0.46545,9833,8792,5078,1036.5,0.5532,59
4208000,"Technology Center","Norcross","GA","30071-3519",3,0,28267,0.7167,0.46545,9833,8792,28752,1036.5,0.0227,35
2559410,"InterCoast Colleges-Fairfield","Fairfield","CA","94533-6085",3,0,30657,0.7167,0.46545,11086,8792,22945,1036.5,0.6682,7
3071605,"College of Business and Technology-Miami Gardens","Miami Gardens","FL","33014-6338",3,0,37929,0.7167,0.46545,8930,8792,18259,1036.5,1,50
